Date,Actual Units Sold,Predicted Units Sold,Error,Absolute Error
2023-08-10,28,35.12415446259479,-7.124154462594788,7.124154462594788
2023-08-10,408,218.99270777598065,189.00729222401935,189.00729222401935
2023-08-10,31,84.49750168198204,-53.497501681982044,53.497501681982044
2023-08-10,223,120.68170352022861,102.31829647977139,102.31829647977139
2023-08-10,49,29.334258113649867,19.665741886350133,19.665741886350133
2023-08-10,45,71.2408373225187,-26.2408373225187,26.2408373225187
2023-08-10,244,189.8520516647153,54.147948335284696,54.147948335284696
2023-08-10,385,213.50207069191447,171.49792930808553,171.49792930808553
2023-08-10,201,244.85921727035617,-43.85921727035617,43.85921727035617
2023-08-10,243,156.84234022883618,86.15765977116382,86.15765977116382
2023-08-10,52,156.03159749923026,-104.03159749923026,104.03159749923026
2023-08-10,292,187.19676653303128,104.80323346696872,104.80323346696872
2023-08-10,74,44.14995576886747,29.85004423113253,29.85004423113253
2023-08-10,36,96.89982199422263,-60.899821994222634,60.899821994222634
2023-08-10,14,34.01394445764595,-20.013944457645948,20.013944457645948
2023-08-10,54,100.17272265897611,-46.17272265897611,46.17272265897611
2023-08-10,179,217.95563104072784,-38.95563104072784,38.95563104072784
2023-08-10,65,95.79208102518203,-30.79208102518203,30.79208102518203
2023-08-10,399,205.57774865772336,193.42225134227664,193.42225134227664
2023-08-10,111,77.71021883967705,33.289781160322946,33.289781160322946
2023-08-10,29,174.2393707138893,-145.2393707138893,145.2393707138893
2023-08-10,8,35.18339207669692,-27.18339207669692,27.18339207669692
2023-08-10,24,116.98997180131983,-92.98997180131983,92.98997180131983
2023-08-10,19,167.93324197304452,-148.93324197304452,148.93324197304452
2023-08-10,105,73.75909656265844,31.240903437341558,31.240903437341558
2023-08-10,59,41.89967052544398,17.10032947455602,17.10032947455602
2023-08-10,87,186.6258568634617,-99.6258568634617,99.6258568634617
2023-08-10,217,139.48857270300232,77.51142729699768,77.51142729699768
2023-08-10,272,208.83082406763248,63.16917593236752,63.16917593236752
2023-08-10,58,160.74334964700046,-102.74334964700046,102.74334964700046
2023-08-10,28,69.78732590209654,-41.78732590209654,41.78732590209654
2023-08-10,237,165.74169307480832,71.25830692519168,71.25830692519168
2023-08-10,60,43.48594568999988,16.51405431000012,16.51405431000012
2023-08-10,107,81.6028738622573,25.397126137742703,25.397126137742703
2023-08-10,21,214.5490266871882,-193.5490266871882,193.5490266871882
2023-08-10,15,25.491944240554744,-10.491944240554744,10.491944240554744
2023-08-10,145,108.72899487706093,36.27100512293907,36.27100512293907
2023-08-10,191,217.09160018943288,-26.09160018943288,26.09160018943288
2023-08-10,207,214.95366681747856,-7.953666817478563,7.953666817478563
2023-08-10,142,99.49158840985183,42.50841159014817,42.50841159014817
2023-08-10,186,150.37769873917404,35.622301260825964,35.622301260825964
2023-08-10,52,93.48008676170184,-41.48008676170184,41.48008676170184
2023-08-10,65,164.76702243755955,-99.76702243755955,99.76702243755955
2023-08-10,97,158.99384302506195,-61.99384302506195,61.99384302506195
2023-08-10,16,120.94171747817796,-104.94171747817796,104.94171747817796
2023-08-10,295,189.23796579730288,105.76203420269712,105.76203420269712
2023-08-10,47,35.445372699659856,11.554627300340144,11.554627300340144
2023-08-10,176,177.35615593795234,-1.3561559379523374,1.3561559379523374
2023-08-10,82,89.75304480581906,-7.753044805819059,7.753044805819059
2023-08-10,153,80.98430599971618,72.01569400028382,72.01569400028382
2023-08-10,51,128.4115499414816,-77.41154994148161,77.41154994148161
2023-08-10,8,69.16775080526577,-61.16775080526577,61.16775080526577
2023-08-10,155,116.50729861493477,38.49270138506523,38.49270138506523
2023-08-10,77,132.37364256400235,-55.37364256400235,55.37364256400235
2023-08-10,181,116.50087203619455,64.49912796380545,64.49912796380545
2023-08-10,179,229.98841590167746,-50.988415901677456,50.988415901677456
2023-08-10,12,76.4093796013899,-64.4093796013899,64.4093796013899
2023-08-10,15,176.60720315419127,-161.60720315419127,161.60720315419127
2023-08-10,29,161.65405365477596,-132.65405365477596,132.65405365477596
2023-08-10,41,50.967592582821,-9.967592582820998,9.967592582820998
2023-08-10,74,121.86448845016423,-47.86448845016423,47.86448845016423
2023-08-11,105,57.03829400533289,47.96170599466711,47.96170599466711
2023-08-11,138,219.50173688284139,-81.50173688284139,81.50173688284139
2023-08-11,45,35.36201943042556,9.637980569574438,9.637980569574438
2023-08-11,17,153.86602293784028,-136.86602293784028,136.86602293784028
2023-08-11,230,226.93783713756966,3.062162862430341,3.062162862430341
2023-08-11,95,110.44219566155778,-15.442195661557776,15.442195661557776
2023-08-11,78,105.93970464291203,-27.939704642912034,27.939704642912034
2023-08-11,134,181.73777253771146,-47.737772537711464,47.737772537711464
2023-08-11,30,32.878120617285276,-2.8781206172852762,2.8781206172852762
2023-08-11,62,36.01450345205296,25.985496547947037,25.985496547947037
2023-08-11,52,66.78188265387689,-14.781882653876892,14.781882653876892
2023-08-11,1,197.33141184121627,-196.33141184121627,196.33141184121627
2023-08-11,42,90.36858611997843,-48.36858611997843,48.36858611997843
2023-08-11,112,186.7119891304447,-74.71198913044469,74.71198913044469
2023-08-11,308,242.35796078407998,65.64203921592002,65.64203921592002
2023-08-11,126,83.12622109129302,42.87377890870698,42.87377890870698
2023-08-11,58,58.32522627631408,-0.3252262763140834,0.3252262763140834
2023-08-11,164,147.3641125994488,16.635887400551212,16.635887400551212
2023-08-11,5,30.319325078686802,-25.319325078686802,25.319325078686802
2023-08-11,124,187.72846995633665,-63.72846995633665,63.72846995633665
2023-08-11,409,233.87783955818406,175.12216044181594,175.12216044181594
2023-08-11,149,89.54802320904378,59.45197679095622,59.45197679095622
2023-08-11,35,117.57239083293962,-82.57239083293962,82.57239083293962
2023-08-11,266,163.4720450720656,102.52795492793439,102.52795492793439
2023-08-11,97,50.561161674695995,46.438838325304005,46.438838325304005
2023-08-11,97,110.67508979147249,-13.675089791472487,13.675089791472487
2023-08-11,64,71.61234438319048,-7.612344383190475,7.612344383190475
2023-08-11,143,131.52249797379318,11.477502026206821,11.477502026206821
2023-08-11,66,65.97961582451535,0.02038417548465077,0.02038417548465077
2023-08-11,48,72.21614654816506,-24.216146548165057,24.216146548165057
2023-08-11,177,171.1978931696499,5.802106830350112,5.802106830350112
2023-08-11,183,224.62780134397968,-41.627801343979684,41.627801343979684
2023-08-11,33,52.80465127430364,-19.804651274303637,19.804651274303637
2023-08-11,49,37.98077927218378,11.019220727816219,11.019220727816219
2023-08-11,44,137.12283263424877,-93.12283263424877,93.12283263424877
2023-08-11,451,231.56838769483937,219.43161230516063,219.43161230516063
2023-08-11,113,117.46866726138455,-4.468667261384553,4.468667261384553
2023-08-11,57,36.19246087642932,20.807539123570677,20.807539123570677
2023-08-11,209,241.10650099962618,-32.10650099962618,32.10650099962618
2023-08-11,48,242.09812411200085,-194.09812411200085,194.09812411200085
2023-08-11,35,125.45777812822695,-90.45777812822695,90.45777812822695
2023-08-11,29,143.46490231863447,-114.46490231863447,114.46490231863447
2023-08-11,90,210.4041122222992,-120.4041122222992,120.4041122222992
2023-08-11,59,141.34662224180295,-82.34662224180295,82.34662224180295
2023-08-11,143,161.09333341043538,-18.093333410435378,18.093333410435378
2023-08-11,125,151.24086588554871,-26.240865885548715,26.240865885548715
2023-08-11,116,168.68998774183626,-52.68998774183626,52.68998774183626
2023-08-11,53,177.30558323037184,-124.30558323037184,124.30558323037184
2023-08-11,97,139.49962259612352,-42.499622596123515,42.499622596123515
2023-08-11,53,230.89355587421971,-177.89355587421971,177.89355587421971
2023-08-11,97,106.12407489599843,-9.124074895998433,9.124074895998433
2023-08-11,79,58.47902033875209,20.520979661247907,20.520979661247907
2023-08-11,403,246.0756056245342,156.9243943754658,156.9243943754658
2023-08-11,96,124.16509601098426,-28.165096010984257,28.165096010984257
2023-08-11,60,162.41002398163658,-102.41002398163658,102.41002398163658
2023-08-11,50,80.88426173442656,-30.88426173442656,30.88426173442656
2023-08-11,12,30.451437310453116,-18.451437310453116,18.451437310453116
2023-08-11,99,217.64916335712246,-118.64916335712246,118.64916335712246
2023-08-11,59,61.50737866771317,-2.5073786677131693,2.5073786677131693
2023-08-11,143,200.70261924699946,-57.70261924699946,57.70261924699946
2023-08-11,188,189.56192956599898,-1.5619295659989803,1.5619295659989803
2023-08-11,1,50.65190699301854,-49.65190699301854,49.65190699301854
2023-08-11,197,200.64044221476632,-3.640442214766324,3.640442214766324
2023-08-11,52,234.2958664622182,-182.2958664622182,182.2958664622182
2023-08-11,187,240.40616498767628,-53.40616498767628,53.40616498767628
2023-08-11,70,66.11295887707206,3.88704112292794,3.88704112292794
2023-08-11,24,154.7515771414948,-130.7515771414948,130.7515771414948
2023-08-11,296,219.92319567200224,76.07680432799776,76.07680432799776
2023-08-11,49,102.92989058327919,-53.92989058327919,53.92989058327919
2023-08-11,207,138.9489999290987,68.0510000709013,68.0510000709013
2023-08-11,295,202.83946260458544,92.16053739541456,92.16053739541456
2023-08-11,223,219.84324498927583,3.1567550107241686,3.1567550107241686
2023-08-11,293,144.94655178830806,148.05344821169194,148.05344821169194
2023-08-11,4,95.49743153122506,-91.49743153122506,91.49743153122506
2023-08-11,229,246.29260116163562,-17.292601161635616,17.292601161635616
2023-08-11,98,191.85824543613165,-93.85824543613165,93.85824543613165
2023-08-11,70,64.43630426080597,5.563695739194031,5.563695739194031
2023-08-11,82,64.68852958791808,17.311470412081917,17.311470412081917
2023-08-11,96,239.35567341956414,-143.35567341956414,143.35567341956414
2023-08-11,211,136.805712569111,74.194287430889,74.194287430889
2023-08-11,218,126.76031852240266,91.23968147759734,91.23968147759734
2023-08-11,290,170.1269832476873,119.87301675231271,119.87301675231271
2023-08-11,188,186.69690339207017,1.303096607929831,1.303096607929831
2023-08-11,17,105.32564102273955,-88.32564102273955,88.32564102273955
2023-08-11,235,128.55612477053404,106.44387522946596,106.44387522946596
2023-08-11,78,43.86406513599934,34.13593486400066,34.13593486400066
2023-08-11,6,71.32538597827227,-65.32538597827227,65.32538597827227
2023-08-11,31,228.953182433567,-197.953182433567,197.953182433567
2023-08-11,213,207.26578825590667,5.734211744093329,5.734211744093329
2023-08-11,93,70.63112223163284,22.368877768367156,22.368877768367156
2023-08-11,207,134.78855155906405,72.21144844093595,72.21144844093595
2023-08-11,44,28.521319808291878,15.478680191708122,15.478680191708122
2023-08-11,397,221.79052931343676,175.20947068656324,175.20947068656324
2023-08-11,67,127.67817020746156,-60.67817020746156,60.67817020746156
2023-08-11,243,163.887076521999,79.112923478001,79.112923478001
2023-08-11,179,107.28756198812687,71.71243801187313,71.71243801187313
2023-08-11,20,39.449860713919406,-19.449860713919406,19.449860713919406
2023-08-11,255,151.0386055340926,103.9613944659074,103.9613944659074
2023-08-11,122,236.50517475397896,-114.50517475397896,114.50517475397896
2023-08-11,77,163.74743822700975,-86.74743822700975,86.74743822700975
2023-08-12,293,211.49065481128753,81.50934518871247,81.50934518871247
2023-08-12,389,243.41525183130568,145.58474816869432,145.58474816869432
2023-08-12,173,144.6504885456098,28.34951145439021,28.34951145439021
2023-08-12,142,72.31772846727438,69.68227153272562,69.68227153272562
2023-08-12,52,73.07381232793273,-21.07381232793273,21.07381232793273
2023-08-12,46,67.90269764709888,-21.902697647098876,21.902697647098876
2023-08-12,88,133.9770677507434,-45.9770677507434,45.9770677507434
2023-08-12,198,182.8080885682482,15.191911431751805,15.191911431751805
2023-08-12,344,182.33670584843992,161.66329415156008,161.66329415156008
2023-08-12,394,247.11562241212994,146.88437758787006,146.88437758787006
2023-08-12,43,162.9100824852577,-119.9100824852577,119.9100824852577
2023-08-12,0,206.8474346201764,-206.8474346201764,206.8474346201764
2023-08-12,199,228.580663064367,-29.580663064367002,29.580663064367002
2023-08-12,100,86.0505788499587,13.949421150041303,13.949421150041303
2023-08-12,0,36.48564371645341,-36.48564371645341,36.48564371645341
2023-08-12,70,67.49525019881798,2.5047498011820153,2.5047498011820153
2023-08-12,75,120.50125429825084,-45.50125429825084,45.50125429825084
2023-08-12,70,89.36742678430062,-19.36742678430062,19.36742678430062
2023-08-12,45,227.4378811670275,-182.4378811670275,182.4378811670275
2023-08-12,26,70.1816205490519,-44.1816205490519,44.1816205490519
2023-08-12,20,80.99993051764818,-60.99993051764818,60.99993051764818
2023-08-12,63,41.1611495202103,21.8388504797897,21.8388504797897
2023-08-12,70,166.8694129266794,-96.86941292667939,96.86941292667939
2023-08-12,68,43.09158054894647,24.908419451053533,24.908419451053533
2023-08-12,80,72.96360830893514,7.036391691064864,7.036391691064864
2023-08-12,273,192.4814683753188,80.5185316246812,80.5185316246812
2023-08-12,47,37.87575846623133,9.124241533768668,9.124241533768668
2023-08-12,59,131.2444775492649,-72.2444775492649,72.2444775492649
2023-08-12,41,178.98090825461026,-137.98090825461026,137.98090825461026
2023-08-12,425,231.43394868249675,193.56605131750325,193.56605131750325
2023-08-12,419,224.69524989414174,194.30475010585826,194.30475010585826
2023-08-12,70,184.3966215917518,-114.3966215917518,114.3966215917518
2023-08-12,94,94.40027700185124,-0.4002770018512365,0.4002770018512365
2023-08-12,0,25.873752435854954,-25.873752435854954,25.873752435854954
2023-08-12,43,54.82204823411928,-11.82204823411928,11.82204823411928
2023-08-12,26,51.02337382013263,-25.023373820132633,25.023373820132633
2023-08-12,231,164.3535804853978,66.6464195146022,66.6464195146022
2023-08-12,365,234.42727297395783,130.57272702604217,130.57272702604217
2023-08-12,258,136.8625211244414,121.1374788755586,121.1374788755586
2023-08-12,87,61.252991790509896,25.747008209490104,25.747008209490104
2023-08-12,151,224.6299977989276,-73.6299977989276,73.6299977989276
2023-08-12,113,169.21706839970614,-56.217068399706136,56.217068399706136
2023-08-12,91,93.1014543970141,-2.101454397014095,2.101454397014095
2023-08-12,97,75.51060364611158,21.489396353888424,21.489396353888424
2023-08-12,145,76.48682870790412,68.51317129209588,68.51317129209588
2023-08-12,178,180.73091398556176,-2.730913985561756,2.730913985561756
2023-08-12,82,69.53077923827357,12.469220761726433,12.469220761726433
2023-08-12,46,28.71330708480798,17.28669291519202,17.28669291519202
2023-08-12,104,128.36079800123764,-24.36079800123764,24.36079800123764
2023-08-12,412,208.7624001908335,203.2375998091665,203.2375998091665
2023-08-12,46,62.4270759821236,-16.427075982123597,16.427075982123597
2023-08-12,71,217.7372111027763,-146.7372111027763,146.7372111027763
2023-08-12,98,163.70923207864178,-65.70923207864178,65.70923207864178
2023-08-12,100,125.11999014483092,-25.119990144830922,25.119990144830922
2023-08-12,7,124.25451170757617,-117.25451170757617,117.25451170757617
2023-08-12,21,52.585437852181485,-31.585437852181485,31.585437852181485
2023-08-12,181,174.62944870817586,6.3705512918241425,6.3705512918241425
2023-08-12,8,25.497222248268145,-17.497222248268145,17.497222248268145
2023-08-12,91,208.8177446731122,-117.8177446731122,117.8177446731122
2023-08-12,345,186.25780943124562,158.74219056875438,158.74219056875438
2023-08-12,12,69.17271553278931,-57.17271553278931,57.17271553278931
2023-08-12,35,112.25526143577224,-77.25526143577224,77.25526143577224
2023-08-12,8,41.34001881593008,-33.34001881593008,33.34001881593008
2023-08-12,2,49.065566029573006,-47.065566029573006,47.065566029573006
2023-08-12,118,85.09555430361922,32.904445696380776,32.904445696380776
2023-08-12,14,130.52709010215784,-116.52709010215784,116.52709010215784
2023-08-12,288,244.14750348292011,43.852496517079885,43.852496517079885
2023-08-12,2,70.2323861990318,-68.2323861990318,68.2323861990318
2023-08-12,256,139.2734441357859,116.7265558642141,116.7265558642141
2023-08-12,46,173.15830759194984,-127.15830759194984,127.15830759194984
2023-08-12,30,27.99221392565994,2.0077860743400606,2.0077860743400606
2023-08-12,100,57.27461816355401,42.72538183644599,42.72538183644599
2023-08-12,229,122.4843691225089,106.5156308774911,106.5156308774911
2023-08-12,13,35.83558121634792,-22.83558121634792,22.83558121634792
2023-08-12,209,139.76720119835898,69.23279880164102,69.23279880164102
2023-08-12,185,193.1957120545993,-8.195712054599312,8.195712054599312
2023-08-12,15,118.76910784060482,-103.76910784060482,103.76910784060482
2023-08-12,164,110.92974141801471,53.070258581985286,53.070258581985286
2023-08-12,12,217.7433247279733,-205.7433247279733,205.7433247279733
2023-08-12,335,241.35489812450112,93.64510187549888,93.64510187549888
2023-08-12,85,78.41859699850147,6.581403001498529,6.581403001498529
2023-08-12,202,231.19301991434673,-29.193019914346735,29.193019914346735
2023-08-12,43,23.308947956486577,19.691052043513423,19.691052043513423
2023-08-12,238,174.16057782054236,63.83942217945764,63.83942217945764
2023-08-12,44,172.58076964613952,-128.58076964613952,128.58076964613952
2023-08-12,150,129.7850052704003,20.21499472959971,20.21499472959971
2023-08-12,462,236.01084777705552,225.98915222294448,225.98915222294448
2023-08-12,15,96.6874999222573,-81.6874999222573,81.6874999222573
2023-08-12,9,60.10342501061575,-51.10342501061575,51.10342501061575
2023-08-12,195,145.03572327988508,49.964276720114924,49.964276720114924
2023-08-12,16,155.28558547358728,-139.28558547358728,139.28558547358728
2023-08-12,3,129.1025049069848,-126.10250490698479,126.10250490698479
2023-08-12,18,52.50257922936055,-34.50257922936055,34.50257922936055
2023-08-12,31,205.49726859666436,-174.49726859666436,174.49726859666436
2023-08-12,266,135.03278178013363,130.96721821986637,130.96721821986637
2023-08-12,157,119.09179287211202,37.90820712788798,37.90820712788798
2023-08-12,33,115.50426396429248,-82.50426396429248,82.50426396429248
2023-08-12,57,174.1208998865227,-117.1208998865227,117.1208998865227
2023-08-12,34,65.96594311853255,-31.96594311853255,31.96594311853255
2023-08-12,120,123.44270946621577,-3.4427094662157742,3.4427094662157742
2023-08-13,324,200.27224137557567,123.72775862442433,123.72775862442433
2023-08-13,15,247.1420185654672,-232.1420185654672,232.1420185654672
2023-08-13,266,246.46849737390806,19.531502626091935,19.531502626091935
2023-08-13,168,155.22659661579803,12.77340338420197,12.77340338420197
2023-08-13,165,187.79793429905016,-22.797934299050155,22.797934299050155
2023-08-13,121,179.73372087596317,-58.73372087596317,58.73372087596317
2023-08-13,57,126.42926721889518,-69.42926721889518,69.42926721889518
2023-08-13,162,124.94481466062814,37.05518533937186,37.05518533937186
2023-08-13,90,130.7037588052362,-40.70375880523619,40.70375880523619
2023-08-13,245,145.2952525164082,99.7047474835918,99.7047474835918
2023-08-13,109,158.8590823853135,-49.85908238531351,49.85908238531351
2023-08-13,331,210.03575557286104,120.96424442713896,120.96424442713896
2023-08-13,73,196.4043654394451,-123.40436543944509,123.40436543944509
2023-08-13,64,32.07441945083258,31.92558054916742,31.92558054916742
2023-08-13,160,208.44169642862937,-48.44169642862937,48.44169642862937
2023-08-13,11,17.876790601125435,-6.876790601125435,6.876790601125435
2023-08-13,116,219.9269833720727,-103.9269833720727,103.9269833720727
2023-08-13,7,35.567238301292605,-28.567238301292605,28.567238301292605
2023-08-13,121,175.56936859245872,-54.569368592458716,54.569368592458716
2023-08-13,36,21.498782962357495,14.501217037642505,14.501217037642505
2023-08-13,68,42.568395874324096,25.431604125675904,25.431604125675904
2023-08-13,66,153.6148706787459,-87.61487067874589,87.61487067874589
2023-08-13,50,194.3384802199733,-144.3384802199733,144.3384802199733
2023-08-13,46,42.508624562568,3.491375437431998,3.491375437431998
2023-08-13,431,224.54235653350617,206.45764346649383,206.45764346649383
2023-08-13,55,56.10654582655536,-1.1065458265553616,1.1065458265553616
2023-08-13,50,92.22718422399419,-42.227184223994186,42.227184223994186
2023-08-13,123,113.65208477095575,9.347915229044247,9.347915229044247
2023-08-13,13,122.50975038947178,-109.50975038947178,109.50975038947178
2023-08-13,69,172.2293489270578,-103.2293489270578,103.2293489270578
2023-08-13,50,85.51863961481513,-35.51863961481513,35.51863961481513
2023-08-13,93,170.04976258841947,-77.04976258841947,77.04976258841947
2023-08-13,242,199.43729813220392,42.56270186779608,42.56270186779608
2023-08-13,103,53.46433902864055,49.53566097135945,49.53566097135945
2023-08-13,243,202.36974123933635,40.63025876066365,40.63025876066365
2023-08-13,137,209.12112991993263,-72.12112991993263,72.12112991993263
2023-08-13,71,38.83337272494384,32.16662727505616,32.16662727505616
2023-08-13,117,223.01523063933377,-106.01523063933377,106.01523063933377
2023-08-13,191,245.9678082731774,-54.96780827317741,54.96780827317741
2023-08-13,145,81.88120543333025,63.11879456666975,63.11879456666975
2023-08-13,356,235.20792383977874,120.79207616022126,120.79207616022126
2023-08-13,91,73.4949755721982,17.5050244278018,17.5050244278018
2023-08-13,18,101.51032661769648,-83.51032661769648,83.51032661769648
2023-08-13,27,63.05310675478995,-36.05310675478995,36.05310675478995
2023-08-13,273,218.74999072068454,54.250009279315464,54.250009279315464
2023-08-13,124,221.55661397668695,-97.55661397668695,97.55661397668695
2023-08-13,326,186.12352067139335,139.87647932860665,139.87647932860665
2023-08-13,283,201.9661735492666,81.03382645073339,81.03382645073339
2023-08-13,68,35.87160924588318,32.12839075411682,32.12839075411682
2023-08-13,235,145.34787437518708,89.65212562481292,89.65212562481292
2023-08-13,200,107.36969177428159,92.63030822571841,92.63030822571841
2023-08-13,54,29.026427975892148,24.973572024107852,24.973572024107852
2023-08-13,94,62.01000362606146,31.98999637393854,31.98999637393854
2023-08-13,176,154.73204863964338,21.26795136035662,21.26795136035662
2023-08-13,484,238.97972582007907,245.02027417992093,245.02027417992093
2023-08-13,23,109.95707477228257,-86.95707477228257,86.95707477228257
2023-08-13,55,36.08252611860473,18.917473881395267,18.917473881395267
2023-08-13,124,147.16424135759837,-23.16424135759837,23.16424135759837
2023-08-13,21,78.89040348844162,-57.89040348844162,57.89040348844162
2023-08-13,3,73.29499716577891,-70.29499716577891,70.29499716577891
2023-08-13,93,217.12521877161572,-124.12521877161572,124.12521877161572
2023-08-13,124,113.56315633775102,10.436843662248975,10.436843662248975
2023-08-13,4,120.98464111225894,-116.98464111225894,116.98464111225894
2023-08-13,206,224.35369537758248,-18.353695377582483,18.353695377582483
2023-08-13,359,176.67587547906936,182.32412452093064,182.32412452093064
2023-08-13,115,107.38031669975737,7.619683300242627,7.619683300242627
2023-08-13,76,83.76557008604095,-7.7655700860409524,7.7655700860409524
2023-08-13,4,215.7196750521174,-211.7196750521174,211.7196750521174
2023-08-13,222,226.0201343777298,-4.020134377729789,4.020134377729789
2023-08-13,19,126.62781910417397,-107.62781910417397,107.62781910417397
2023-08-13,272,144.53646432962023,127.46353567037977,127.46353567037977
2023-08-13,51,78.65269413109229,-27.65269413109229,27.65269413109229
2023-08-13,247,135.3169390125533,111.68306098744671,111.68306098744671
2023-08-13,121,175.3458206937591,-54.345820693759094,54.345820693759094
2023-08-13,31,127.70263631256643,-96.70263631256643,96.70263631256643
2023-08-13,357,205.28307073559796,151.71692926440204,151.71692926440204
2023-08-13,207,127.68649794844595,79.31350205155405,79.31350205155405
2023-08-13,94,163.32457021773536,-69.32457021773536,69.32457021773536
2023-08-13,228,186.01681388090043,41.98318611909957,41.98318611909957
2023-08-13,44,42.24600129309397,1.7539987069060317,1.7539987069060317
2023-08-13,92,61.13293898297388,30.867061017026117,30.867061017026117
2023-08-13,66,38.064123963317684,27.935876036682316,27.935876036682316
2023-08-13,270,202.152402825615,67.84759717438499,67.84759717438499
2023-08-13,88,114.60008740737806,-26.600087407378055,26.600087407378055
2023-08-13,274,172.96373133187927,101.03626866812073,101.03626866812073
2023-08-13,116,204.07509982230687,-88.07509982230687,88.07509982230687
2023-08-13,84,208.61661783952042,-124.61661783952042,124.61661783952042
2023-08-13,74,190.8334461649809,-116.8334461649809,116.8334461649809
2023-08-13,282,164.81773390974377,117.18226609025623,117.18226609025623
2023-08-13,91,49.80409673948691,41.19590326051309,41.19590326051309
2023-08-13,207,235.41069912174174,-28.410699121741743,28.410699121741743
2023-08-13,8,120.4634768599243,-112.4634768599243,112.4634768599243
2023-08-13,355,227.88733828857636,127.11266171142364,127.11266171142364
2023-08-13,31,37.41319527706173,-6.413195277061732,6.413195277061732
2023-08-13,212,138.5129945097534,73.48700549024659,73.48700549024659
2023-08-13,60,62.09649899361568,-2.0964989936156826,2.0964989936156826
2023-08-13,23,52.44510112217563,-29.44510112217563,29.44510112217563
2023-08-13,145,98.63862164827754,46.361378351722465,46.361378351722465
2023-08-13,456,238.30048398729394,217.69951601270606,217.69951601270606
2023-08-13,97,217.52726557276208,-120.52726557276208,120.52726557276208
2023-08-14,86,45.25810276707284,40.74189723292716,40.74189723292716
2023-08-14,29,81.96550515110778,-52.96550515110778,52.96550515110778
2023-08-14,250,222.97983338035118,27.02016661964882,27.02016661964882
2023-08-14,153,121.6946515616429,31.3053484383571,31.3053484383571
2023-08-14,236,241.04050207952213,-5.040502079522128,5.040502079522128
2023-08-14,49,70.351380523785,-21.351380523784997,21.351380523784997
2023-08-14,198,165.20450910798985,32.79549089201015,32.79549089201015
2023-08-14,56,47.39003276311712,8.60996723688288,8.60996723688288
2023-08-14,403,209.9648913795341,193.0351086204659,193.0351086204659
2023-08-14,440,232.4834894566597,207.5165105433403,207.5165105433403
2023-08-14,18,85.28906783187551,-67.28906783187551,67.28906783187551
2023-08-14,160,151.63338184302552,8.366618156974482,8.366618156974482
2023-08-14,226,186.0845814631341,39.9154185368659,39.9154185368659
2023-08-14,393,243.47423636601962,149.52576363398038,149.52576363398038
2023-08-14,330,225.3382841578602,104.66171584213981,104.66171584213981
